placement,local_bsz,step_time,sync_time
1,10,0.4664457887411118,0.0015274860039353369
1,14,0.5584957748651505,0.001528048001229763
1,20,0.6812043339014053,0.0015308360010385512
1,28,0.8508968204259872,0.0015318839922547338
1,40,1.121678352355957,0.0015275619998574256
1,57,1.6641943603754044,0.0015316479951143266
1,80,2.5406229346990585,0.0015369660109281539
11,10,0.7190942168235779,0.2046403021812439
11,14,0.782686248421669,0.19215193033218386
11,20,0.8538017272949219,0.17920992255210874
11,28,0.9253337979316713,0.12371356153488157
11,40,1.3286285698413849,0.1391372425556183
11,57,1.7500351518392565,0.10889022278785708
11,80,2.5668369829654694,0.06129724416136741
111,10,0.6522152721881866,0.15518876028060916
111,14,0.7363434284925461,0.15927785754203794
111,20,0.8039663583040237,0.14914507150650022
111,28,0.9353483766317368,0.07536521792411803
111,40,1.3292419910430908,0.1671806300878525
111,57,1.7877807021141052,0.15419935274124147
111,80,2.7441892474889755,0.2627009638249874
1111,10,0.7361392974853516,0.2450332832336425
1111,14,0.8231787532567978,0.2593783445358276
1111,20,0.9031553119421004,0.2146788191795349
1111,28,1.0174235105514526,0.19902574181556695
1111,40,1.3193226158618927,0.17254608964920046
1111,57,1.8699842244386675,0.196251434147358
1111,80,2.766877874732017,0.25081340529024604
1112,10,0.7497061342000961,0.24081513738632204
1112,14,0.8169001340866089,0.2664265222549439
1112,20,0.9546172469854356,0.27509820318222045
1112,28,1.0022455304861069,0.20772175550460814
1112,40,1.3237307220697403,0.21379340839385988
1112,57,1.905566856265068,0.2604479695558548
1112,80,2.7991659442583723,0.24726977435747785
1113,10,0.8636565655469894,0.2753557662963867
1113,14,0.9166483879089355,0.3183585491180421
1113,20,0.9805629253387452,0.30071585321426386
1113,28,0.9852607995271684,0.1934221749305725
1113,40,1.3747689872980118,0.24414909267425536
1113,57,1.9202286084492999,0.3119612459818522
1113,80,2.8397003014882407,0.341191158718533
1114,10,0.8986728936433792,0.2908065800666809
1114,14,0.913196548819542,0.2499903287887573
1114,20,1.0283189862966535,0.3286849164962769
1114,28,1.1320413649082184,0.2794277782440185
1114,40,1.3792641758918762,0.23651409816741936
1114,57,1.8818692366282144,0.20032807509104414
1114,80,2.84894027028765,0.4102807137625558
112,10,0.7368967831134796,0.23160550975799565
112,14,0.7844341397285461,0.24309247875213624
112,20,0.8557729125022888,0.19864142274856567
112,28,0.983600452542305,0.17578052043914796
112,40,1.2694601863622663,0.1601474279165268
112,57,1.864466279745102,0.1960073642730713
112,80,2.8121582865715027,0.3214392511844635
1122,10,0.8205601274967194,0.27573666763305665
1122,14,0.9167808890342712,0.3143393278121948
1122,20,0.9617687463760376,0.2840735907554626
1122,28,0.9502582550048828,0.15330830001831056
1122,40,1.3446608334779742,0.21158332324028015
1122,57,1.9231128692626955,0.2916410303751628
1122,80,2.858920839097765,0.29046486918131514
1123,10,0.85759536921978,0.28172519874572755
1123,14,0.8957948386669159,0.2549841370582581
1123,20,1.0161845386028292,0.32950344228744505
1123,28,1.085863009095192,0.24550272369384765
1123,40,1.3762079626321793,0.2388333125114441
1123,57,1.9199683467547102,0.2451328894297282
1123,80,2.8801858765738357,0.4513101130894253
1124,10,0.9864531010389328,0.3776613597869873
1124,14,1.0119601935148241,0.3681015844345093
1124,20,1.211236298084259,0.4607589960098266
1124,28,1.2708471268415449,0.43162656211853023
1124,40,1.3656136393547058,0.2323462028503418
1124,57,1.9320268869400024,0.29381825866699224
1124,80,2.870141625404358,0.31072041956583657
113,10,0.7709975391626358,0.23361347675323485
113,14,0.8240858763456345,0.2536713032722473
113,20,0.9703621566295624,0.2801769132614136
113,28,1.0682256519794464,0.255471357345581
113,40,1.381889581680298,0.2493473615646363
113,57,1.9345421642065048,0.26194885492324826
113,80,2.8601330320040383,0.27850120099385584
1132,10,0.8993265628814697,0.2958853855133057
1132,14,0.91314697265625,0.2731152687072754
1132,20,1.1503504365682602,0.38557522106170655
1132,28,1.1137733310461044,0.2734824557304383
1132,40,1.4014907479286194,0.2552231941223144
1132,57,1.9079159895579019,0.2060941823323568
1132,80,2.8946145602634976,0.4345464521135602
1133,10,0.895209863781929,0.3275788917541504
1133,14,1.0217488557100296,0.370586745262146
1133,20,1.1512087136507034,0.4213025178909302
1133,28,1.22503162920475,0.4213753128051758
1133,40,1.388203576207161,0.2770928959846497
1133,57,1.9874512910842896,0.35118805389404306
1133,80,2.9447676738103232,0.3836502075195312
1134,10,0.956163376569748,0.3197625408172607
1134,14,1.1084292829036713,0.3719215898513794
1134,20,1.1066538393497467,0.3496976966857911
1134,28,1.0748294442892077,0.2264577145576477
1134,40,1.397255233355931,0.22091828564235144
1134,57,2.011863887310028,0.41556402206420895
1134,80,2.950374960899353,0.4611923141479493
114,10,0.8544574081897736,0.2445773978233337
114,14,0.9663981944322586,0.3099006457328797
114,20,1.0939761847257614,0.35675922822952266
114,28,1.055395632982254,0.2254584102630615
114,40,1.4604510813951492,0.313150372505188
114,57,1.9810923894246417,0.3539124715169271
114,80,2.9473597208658853,0.41248118082682295
1142,10,0.9377298653125764,0.3407165813446045
1142,14,0.9733541160821916,0.33529599952697753
1142,20,1.167171224951744,0.4262397689819336
1142,28,1.2681622952222824,0.4397711734771729
1142,40,1.4179170727729795,0.30038918876647946
1142,57,1.9871057987213132,0.3375119232177734
1142,80,2.9527178605397544,0.3959359944661458
1143,10,0.9361997693777084,0.3073056964874268
1143,14,1.0540840327739716,0.3298249144554138
1143,20,1.13070248067379,0.35598646640777604
1143,28,1.113945722579956,0.2309217872619629
1143,40,1.4222727162497384,0.27140155138288224
1143,57,2.0424008667469025,0.4529768600463868
1143,80,3.0342841744422917,0.540829345703125
1144,10,1.003619745373726,0.3396133155822754
1144,14,1.0608745664358141,0.3607724637985229
1144,20,1.2554928213357923,0.4411052942276
1144,28,1.193386971950531,0.2946050329208374
1144,40,1.4315144817034404,0.2676241226196289
1144,57,2.0496454238891597,0.35280035618373323
1144,80,2.8172402381896973,0.2082835845947265
12,10,0.836868092417717,0.25796553897857666
12,14,0.98260597884655,0.33157329368591304
12,20,0.990109771490097,0.30359835624694825
12,28,1.0551516711711884,0.19420708465576167
12,40,1.3854789286851883,0.2100961313247681
12,57,1.7958032488822937,0.14965401339530945
12,80,2.634038433432579,0.11077838349342344
1212,10,0.8206367641687393,0.2775855903625489
1212,14,0.8609811514616013,0.28162925434112546
1212,20,0.975747972726822,0.2828141326904297
1212,28,0.9658507257699966,0.16025680541992188
1212,40,1.3339850753545759,0.20422591733932494
1212,57,1.9120738983154295,0.30198009490966793
1212,80,2.825148344039917,0.3197674560546875
1213,10,0.8232720494270325,0.2653621597290039
1213,14,0.8865984827280045,0.2540489964485168
1213,20,1.0506639033555984,0.3206852054595947
1213,28,1.1673405766487122,0.32702370405197145
1213,40,1.3228276669979095,0.17012319898605344
1213,57,1.8274829586346943,0.16370827690760295
1213,80,2.8565233775547574,0.4666821071079799
1214,10,0.946746826171875,0.34633933639526376
1214,14,1.030226156115532,0.3817496118545533
1214,20,1.1701106429100037,0.4424420948028565
1214,28,1.2232907712459564,0.41546316146850587
1214,40,1.3827545940876007,0.2483789758682251
1214,57,1.886730432510376,0.2285838943481445
1214,80,2.9401592413584385,0.2822021128336589
122,10,0.7383145689964294,0.2362473573684692
122,14,0.7987380623817444,0.2561494307518006
122,20,0.9291009157896042,0.2725870995521545
122,28,1.014405533671379,0.2314675884246827
122,40,1.2866626530885696,0.18464607095718386
122,57,1.8318184018135069,0.2193914058208465
122,80,2.7814453442891445,0.3205896326700846
1222,10,0.8641341626644135,0.28732433319091794
1222,14,1.0182234346866608,0.3462998065948486
1222,20,1.0255923569202423,0.31976123476028434
1222,28,1.0678652673959732,0.23555839538574214
1222,40,1.3219063133001328,0.1854918212890625
1222,57,1.864330351352692,0.19115973361333213
1222,80,2.891754967825753,0.4700784301757812
1223,10,0.9108733385801316,0.36974160289764396
1223,14,0.9303937256336212,0.3376004514694214
1223,20,1.1511616259813309,0.4297351236343384
1223,28,1.1930615603923798,0.39267937517166135
1223,40,1.3868662416934967,0.26222393131256105
1223,57,1.949918270111084,0.2724720695495605
1223,80,2.9044147729873657,0.2610993906656901
1224,10,0.9266477078199388,0.2972832641601563
1224,14,1.0756945312023165,0.3427140893936158
1224,20,1.1671337783336642,0.380582332611084
1224,28,1.058695673942566,0.19354601430892945
1224,40,1.353408626147679,0.1673773934500558
1224,57,1.9388032257556915,0.3138685321807861
1224,80,2.782947301864624,0.23963250875473024
123,10,0.825569748878479,0.2573422021865845
123,14,0.8696298003196716,0.2770921125411987
123,20,1.039380565285683,0.3297699909210205
123,28,0.9934184253215791,0.16841531348228456
123,40,1.445938616991043,0.2851008648872375
123,57,1.9352728366851808,0.32418636830647785
123,80,2.9091956615448,0.4202693650987413
1232,10,0.8831484317779541,0.3146094722747803
1232,14,0.9582623094320296,0.3553826723098755
1232,20,1.1755264550447464,0.4125032367706299
1232,28,1.2708328068256378,0.4198851795196533
1232,40,1.3964934945106506,0.2637280826568604
1232,57,1.9659931182861328,0.2655271514892578
