placement,local_bsz,step_time,sync_time
1,4,0.26693882048130035,0.0024875399768352503
1,6,0.4506638497114182,0.0025271740257740024
1,8,0.3261484205722809,0.002490136027336121
1,11,0.5716767460107803,0.0025414180159568788
1,16,0.5726079791784286,0.002545875996351243
11,4,0.7635317593812943,0.5165595626831055
11,6,0.9299515187740326,0.5114980335235595
11,8,0.8100125193595886,0.5136011085510254
11,11,0.9389860332012177,0.3869949378967285
11,16,1.0428800135850906,0.5147128734588623
111,4,0.700628325343132,0.4568901557922364
111,6,0.7846977114677429,0.3668017063140869
111,8,0.7464865148067474,0.4592751636505127
111,11,0.8878223150968552,0.3509443368911743
111,16,0.9016648530960084,0.3734303474426269
1111,4,0.688978910446167,0.4433460025787353
1111,6,0.8112856596708298,0.3969889144897461
1111,8,0.7832653820514679,0.4812289524078369
1111,11,0.8913666307926178,0.3419088153839112
1111,16,0.9495758414268494,0.4219402980804444
1112,4,0.8030488789081573,0.5604165287017823
1112,6,0.8689853698015213,0.454572021484375
1112,8,0.8738906085491179,0.5858579769134521
1112,11,0.9531802535057068,0.4204761161804199
1112,16,1.0526681542396543,0.5309546489715575
1113,4,0.8367091864347458,0.5924511566162111
1113,6,0.9504830837249756,0.5342067432403563
1113,8,0.8540036082267761,0.5607773876190185
1113,11,1.0332117676734924,0.4938064041137696
1113,16,1.1387457251548767,0.6115176792144775
1114,4,1.004490852355957,0.7570427589416504
1114,6,1.0106341987848282,0.60399977684021
1114,8,0.9328758120536804,0.6426755638122559
1114,11,1.1335640251636503,0.5978489379882812
1114,16,1.2314937859773636,0.7005761184692384
112,4,0.7964813411235809,0.5367793807983399
112,6,0.8507752120494843,0.44519502830505375
112,8,0.824784979224205,0.5145162029266358
112,11,0.9529688507318496,0.4182997722625732
112,16,1.029390960931778,0.5046631565093994
1122,4,0.8205690830945969,0.5679202899932861
1122,6,0.8762389570474625,0.4697381362915039
1122,8,0.8522360026836395,0.5562726440429687
1122,11,1.0533626079559326,0.5204950733184814
1122,16,1.0925674438476562,0.5665312938690186
1123,4,0.9548201709985732,0.7123534622192383
1123,6,1.0294874757528305,0.6231554756164551
1123,8,0.9097036272287368,0.6214809837341309
1123,11,1.1136953681707382,0.5808964862823486
1123,16,1.1732549667358398,0.6482175445556642
1124,4,0.9444290399551392,0.7007896766662599
1124,6,1.227663427591324,0.81307462310791
1124,8,1.0424040406942368,0.7533041114807131
1124,11,1.2171099781990051,0.6747850875854491
1124,16,1.248160108923912,0.728559299468994
113,4,0.8715114593505859,0.6232007865905761
113,6,0.9599226862192154,0.5505883083343505
113,8,0.904886558651924,0.6208692798614501
113,11,1.0551325976848602,0.5222389450073242
113,16,1.1416630893945694,0.6168135108947753
1132,4,0.8941482305526733,0.6489867515563965
1132,6,1.0053131431341171,0.5873029479980469
1132,8,0.993192344903946,0.7035450439453125
1132,11,1.108388051390648,0.5740365600585937
1132,16,1.1516880542039871,0.6266912345886229
1133,4,0.9184673130512238,0.6730292320251464
1133,6,1.0318950861692429,0.6190493297576903
1133,8,0.9433517754077912,0.6485579261779785
1133,11,1.123413160443306,0.5866006450653075
1133,16,1.2000141441822052,0.6648178138732911
1134,4,1.014663249254227,0.7740233230590821
1134,6,1.1120906472206116,0.7039527187347411
1134,8,1.008968710899353,0.716717712402344
1134,11,1.2115567773580551,0.6714790210723875
1134,16,1.2417599856853485,0.7212708129882812
114,4,0.9437431991100312,0.7020525207519532
114,6,1.0432880073785782,0.6333582401275635
114,8,0.9814995974302292,0.6855315055847168
114,11,1.0880148559808729,0.5449950332641602
114,16,1.1759310066699982,0.6441386947631836
1142,4,0.9597283154726028,0.7110133590698242
1142,6,1.2008400708436966,0.7828712692260741
1142,8,1.0194234848022459,0.7246167488098145
1142,11,1.1936967670917509,0.6639878005981444
1142,16,1.2572738081216812,0.7255330924987793
1143,4,1.045695886015892,0.80176123046875
1143,6,1.0896061807870865,0.6650587940216064
1143,8,1.0532894879579544,0.7642621154785155
1143,11,1.2698466926813126,0.7406743698120117
1143,16,1.2184590995311737,0.6992965087890626
1144,4,1.0573217272758484,0.8128534584045409
1144,6,1.1880655884742737,0.7768345985412599
1144,8,1.0656018406152723,0.7397726516723632
1144,11,1.2536108493804932,0.7238518600463869
1144,16,1.3720832914113998,0.8448767280578613
12,4,1.1125074326992035,0.867830966949463
12,6,1.2270783931016922,0.8152660026550294
12,8,1.068886771798134,0.7794266777038574
12,11,1.2568439096212387,0.7257085456848144
12,16,1.3893616646528244,0.8659775924682617
1212,4,1.0076141804456709,0.7623055191040039
1212,6,1.0769535899162292,0.6430902423858644
1212,8,0.9750298112630844,0.6543963928222656
1212,11,1.1006983071565628,0.5646862411499024
1212,16,1.0987513661384585,0.5674212551116944
1213,4,0.9777430444955826,0.7369717712402346
1213,6,1.0915510654449463,0.6795619621276855
1213,8,0.968103289604187,0.6819461402893067
1213,11,1.1319445222616196,0.5854134674072266
1213,16,1.133819654583931,0.610712158203125
1214,4,1.0172521322965622,0.7715789108276367
1214,6,1.092711552977562,0.6744320220947265
1214,8,1.0276964902877808,0.7437177162170409
1214,11,1.1938506215810776,0.6696355476379395
1214,16,1.2238643318414688,0.6901793632507324
122,4,0.8390920013189316,0.5969385986328126
122,6,0.9335215091705322,0.5268361835479737
122,8,0.9128767102956772,0.6217862777709959
122,11,1.017695069313049,0.4918069171905518
122,16,1.0830348879098892,0.5655691928863524
1222,4,0.8832808583974838,0.6223229026794433
1222,6,1.0028481036424637,0.5879575061798097
1222,8,0.9987073242664336,0.7044824562072755
1222,11,1.078769788146019,0.5496524562835693
1222,16,1.0987501442432404,0.5743968448638916
1223,4,0.9906001687049866,0.7451531448364258
1223,6,1.121378943324089,0.7098769493103027
1223,8,0.9560070484876632,0.6638202018737793
1223,11,1.1098146587610245,0.5760124607086182
1223,16,1.2274641692638395,0.7018344459533691
1224,4,1.0710367858409882,0.8312162818908692
1224,6,1.0832707434892654,0.6673851203918456
1224,8,1.0937685817480087,0.8056921844482423
1224,11,1.3522625267505646,0.8207866516113281
1224,16,1.2048779577016828,0.6832087020874024
123,4,0.8979570120573044,0.656950439453125
123,6,1.0463610142469406,0.6354280414581299
123,8,0.95182067155838,0.6567495574951173
123,11,1.1019488722085953,0.5696196060180664
123,16,1.2363262623548508,0.7152257194519043
1232,4,0.9770683348178864,0.7313192443847655
1232,6,1.1034098118543625,0.6861820545196532
1232,8,1.0533603429794312,0.7682552757263184
1232,11,1.2274095565080645,0.6914650325775146
1232,16,1.2681333422660828,0.7516132850646972
1233,4,1.0046369433403015,0.7612121810913086
1233,6,1.0813195556402206,0.6657379665374755
1233,8,0.997928023338318,0.7132584991455079
1233,11,1.2496034801006315,0.6917506637573243
1233,16,1.2873083651065826,0.7585608558654784
1234,4,1.0019906461238859,0.7593497009277344
1234,6,1.1434052288532257,0.7218202400207518
1234,8,1.0351586639881134,0.7434557418823241
1234,11,1.3076709061861038,0.7763095169067383
1234,16,1.2912496328353882,0.7695392990112304
124,4,1.126728966832161,0.8618596534729003
124,6,1.1161070913076399,0.7037474575042725
124,8,0.99649977684021,0.7050036392211916
124,11,1.187797486782074,0.6505317192077636
124,16,1.3592469990253448,0.8215134353637694
1242,4,1.0137786269187927,0.7589519729614257
