placement,local_bsz,step_time,sync_time
1,20,0.14740917682647706,0.0012090879917144774
1,28,0.20809321403503414,0.0012060832023620606
1,40,0.2534669876098633,0.0012079136133193974
1,57,0.32392780780792235,0.0012021311998367307
1,81,0.42071189880371096,0.0011982880115509033
1,115,0.5602007150650025,0.0012013024091720582
1,163,0.7624222040176392,0.0012011392235755922
1,200,0.923530888557434,0.0012039680004119874
11,20,0.2574869871139526,0.11061831436157224
11,28,0.3054591417312622,0.10949560623168944
11,40,0.4293781995773315,0.18788365631103515
11,57,0.3810282468795777,0.06090821156501769
11,81,0.4298936605453491,0.005901331186294556
11,115,0.5737015724182128,0.0088637024641037
11,163,0.7760424852371216,0.003179014372825622
11,200,0.9601432323455812,0.005032544088363647
111,20,0.23737723827362064,0.08408835372924804
111,28,0.2840503215789795,0.08666676712036132
111,40,0.2662912368774414,0.013323228836059568
111,57,0.3389601469039917,0.006044060683250427
111,81,0.4335816383361816,0.003802828788757325
111,115,0.5780881881713867,0.004906889605522156
111,163,0.7924165010452271,0.003590070366859436
111,200,0.9690914869308472,0.0035917664289474493
1111,20,0.33392465114593506,0.18120126190185548
1111,28,0.3213683605194092,0.12252636566162108
1111,40,0.3229727029800415,0.07318617210388183
1111,57,0.3661052942276001,0.029918828582763676
1111,81,0.4356216192245483,0.005437628793716431
1111,115,0.5870081186294556,0.004956742477416991
1111,163,0.7996038436889649,0.004459088015556335
1111,200,0.9843716382980346,0.004529759979248047
1112,20,0.26208436489105225,0.11606852416992185
1112,28,0.2779815912246704,0.08163185577392579
1112,40,0.3024987459182739,0.05843053131103515
1112,57,0.33676111698150635,0.01853960342407226
1112,81,0.4252737522125244,0.010166255927085878
1112,115,0.5725114345550537,0.011905014538764951
1112,163,0.7771055936813355,0.02274747219085694
1112,200,0.942706823348999,0.025205184173583986
1113,20,0.31184563636779783,0.1650535949707031
1113,28,0.37875006198883054,0.18367429504394533
1113,40,0.3395039558410645,0.09551760177612303
1113,57,0.3750601768493652,0.054129727745056144
1113,81,0.4652366876602173,0.044570410442352285
1113,115,0.5879131078720092,0.022836422348022464
1113,163,0.8035566091537476,0.03184736022949219
1113,200,0.9838735580444335,0.04183523826599121
1114,20,0.2805299520492553,0.1323817497253418
1114,28,0.3102773189544677,0.11273480224609375
1114,40,0.34206347465515136,0.09480169219970702
1114,57,0.3636297464370728,0.03989549446105957
1114,81,0.4384481906890869,0.012804147005081177
1114,115,0.577043104171753,0.0066759360790252685
1114,163,0.8036169767379759,0.0215620418548584
1114,200,0.9908090829849244,0.005207327938079835
112,20,0.2399056673049927,0.09266503601074218
112,28,0.29067513942718504,0.0941999687194824
112,40,0.3125853776931763,0.06781332473754884
112,57,0.3415842533111572,0.021630799961090085
112,81,0.4340930223464966,0.016043868947029114
112,115,0.5654389142990113,0.0057989983797073355
112,163,0.7709777355194092,0.00641756808757782
112,200,0.9418600797653198,0.011204793548583985
1122,20,0.30051887035369873,0.14983128280639652
1122,28,0.3990260362625122,0.19961833953857425
1122,40,0.3783189535140991,0.1265586349487305
1122,57,0.42082579135894777,0.090103763961792
1122,81,0.4442089319229126,0.006035948848724365
1122,115,0.6003917455673218,0.004817449522018432
1122,163,0.8211981058120728,0.005683609628677368
1122,200,1.043098258972168,0.007011174297332762
1123,20,0.3533968687057495,0.2086759826660156
1123,28,0.38203787803649897,0.18852760467529295
1123,40,0.3951133251190185,0.15405070800781248
1123,57,0.4282875299453736,0.11100313262939454
1123,81,0.4724328756332398,0.04862690544128418
1123,115,0.5868898391723633,0.028099583816528318
1123,163,0.7987964868545532,0.03446726741790772
1123,200,0.98832266330719,0.04850669479370117
1124,20,0.3908519744873047,0.2458562683105469
1124,28,0.4166626453399658,0.22391368713378906
1124,40,0.4169292211532593,0.1757533020019531
1124,57,0.4306544780731201,0.11560592346191405
1124,81,0.5267660856246948,0.11153219985961912
1124,115,0.6293546676635742,0.07275752677917481
1124,163,0.8425740242004395,0.08174753494262696
1124,200,1.03275465965271,0.10793364791870116
113,20,0.28955926895141604,0.14347841033935546
113,28,0.2966325283050537,0.09960960540771484
113,40,0.3084189653396606,0.0625022975921631
113,57,0.39438958168029786,0.0744888599395752
113,81,0.4404625415802002,0.017905308771133426
113,115,0.5937684297561645,0.030269462585449217
113,163,0.8019227743148803,0.0299666301727295
113,200,1.0016045808792111,0.05814704895019531
1132,20,0.2897619247436524,0.14400124740600587
1132,28,0.3068805694580078,0.11199016189575196
1132,40,0.34520721435546875,0.10046929702758786
1132,57,0.3749391794204712,0.056513885498046874
1132,81,0.4525894403457642,0.033157485008239736
1132,115,0.5985833168029785,0.03929727058410645
1132,163,0.8181307077407837,0.05337591400146484
1132,200,1.0124929189682006,0.08158741989135741
1133,20,0.321651554107666,0.1692330459594727
1133,28,0.33620896339416506,0.13839461669921874
1133,40,0.3836341619491577,0.13836776962280276
1133,57,0.436315393447876,0.10411427688598633
1133,81,0.4777145862579346,0.05210203838348389
1133,115,0.6058807849884034,0.035431580924987785
1133,163,0.8360417366027832,0.0565234203338623
1133,200,1.0792291402816772,0.12447843170166015
1134,20,0.3520210742950439,0.2048619400024414
1134,28,0.3871796131134033,0.1909619537353516
1134,40,0.3874714136123657,0.13919634628295902
1134,57,0.4303683996200561,0.1023737648010254
1134,81,0.4935736656188965,0.04801575412750243
1134,115,0.631566071510315,0.05383266944885255
1134,163,0.8490717649459839,0.06013940467834473
1134,200,1.071490502357483,0.1048889533996582
114,20,0.4585150003433228,0.30858425140380863
114,28,0.3742645740509033,0.17444179840087892
114,40,0.40489189624786376,0.15365253753662111
114,57,0.4594722032546997,0.13053105926513672
114,81,0.4877270936965942,0.05158589744567872
114,115,0.6155541419982911,0.03022372760772705
114,163,0.8342397689819336,0.03506530857086182
114,200,1.0357446193695068,0.05524035186767577
1142,20,0.3455201625823975,0.19443163604736327
1142,28,0.3873870611190796,0.18016072235107425
1142,40,0.38401041030883787,0.12879287261962888
1142,57,0.4247945547103882,0.08848675231933592
1142,81,0.4880551815032959,0.0425896924495697
1142,115,0.6301813364028931,0.021966483020782468
1142,163,0.844091796875,0.01660465888977051
1142,200,1.0540954351425171,0.03431861782073975
1143,20,0.3223909854888916,0.17704651947021482
1143,28,0.3507811546325684,0.15778576889038087
1143,40,0.35329165458679207,0.1074052291870117
1143,57,0.4093249320983887,0.0938601089477539
1143,81,0.481878924369812,0.06379088306427003
1143,115,0.5877782821655273,0.030456096267700194
1143,163,0.8032400608062744,0.04299665031433105
1143,200,0.9904273271560669,0.06425965118408203
1144,20,0.42014398574829104,0.2740353988647461
1144,28,0.44703810214996337,0.25193791198730464
1144,40,0.4412599325180054,0.1983703002929688
1144,57,0.4707716703414917,0.1556108512878418
1144,81,0.5130328655242921,0.09354259605407714
1144,115,0.6125185489654541,0.051427581024169916
1144,163,0.8359516382217407,0.07142892074584961
1144,200,1.0548737049102783,0.12209502105712892
12,20,0.3369023323059082,0.18911900634765624
12,28,0.41320998668670655,0.21654448852539065
12,40,0.3717792272567749,0.1248023391723633
12,57,0.4105354547500609,0.08682267112731934
12,81,0.4753095626831055,0.04697426843643188
12,115,0.6045948266983032,0.025667631912231446
12,163,0.8031111001968384,0.014141119956970212
12,200,0.974053931236267,0.006206463885307312
1212,20,0.2721655368804932,0.12168640670776368
1212,28,0.2926063060760498,0.09192312316894533
1212,40,0.3173319339752197,0.065843501663208
1212,57,0.3433033466339112,0.0105586749792099
1212,81,0.4677886724472046,0.025043103718757627
1212,115,0.6031699895858764,0.00418319365978241
1212,163,0.8253043651580809,0.004448956775665284
1212,200,1.0704007625579834,0.004412425661087036
1213,20,0.389177656173706,0.2414058074951172
1213,28,0.379923415184021,0.18080733261108398
1213,40,0.4288022994995117,0.17896688079833986
1213,57,0.425607419013977,0.09480503997802736
1213,81,0.4715864658355713,0.032554089879989624
1213,115,0.6055146932601929,0.00597359356880188
1213,163,0.829277229309082,0.0077290464878082285
1213,200,1.0684975147247315,0.016560197925567628
1214,20,0.3573738098144531,0.2124797073364258
1214,28,0.3825675487518311,0.1882605194091797
1214,40,0.39694406986236574,0.15551964721679687
1214,57,0.4381803274154663,0.1231626564025879
1214,81,0.4901931285858154,0.0726823715209961
1214,115,0.6639568090438843,0.10157348098754884
1214,163,0.8412152528762817,0.07314092025756835
1214,200,1.0459488391876222,0.09956167373657224
122,20,0.32091703414916994,0.17058297576904294
122,28,0.3388307332992554,0.13627478027343748
